key,name,cap,document_date,url,header,cash,cash_unit,debt,debt_unit
B4P,BEFOREPAY GROUP LIMITED,23321191,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s1n9kcmcy4d0.pdf,Q4FY23 Quarterly Activities and Appendix 4C Cash Flow Report,"21,778",$A’000,"33,285",$A’000
CAV,CARNAVALE RESOURCES LIMITED,23334862,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s0xg3s4px07t.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,919,$A’000,-,$A’000
ANX,ANAX METALS LIMITED,23335505,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5twy4vytfsq.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"1,710",$A’000,-,$A’000
TMB,TAMBOURAH METALS LTD,23355901,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s2b4pwckxk9y.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"2,563",$A’000,-,$A’000
KZR,KALAMAZOO RESOURCES LIMITED,23477202,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5c6kg9276gz.pdf,Quarterly Cashflow Report,"1,569",$A’000,100,$A’000
MHC,MANHATTAN CORPORATION LIMITED,23490230,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s23qbytgv2l0.pdf,June 2023 Quarter Activities and Cashflow Reports,"4,126",$A’000,-,$A’000
SUV,SUVO STRATEGIC MINERALS LIMITED,23504880,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s1q0z4d6ctb4.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"3,164",$A’000,783,$A’000
RHT,RESONANCE HEALTH LIMITED,23518630,2023-07-25,https://announcements.asx.com.au/asxpdf/20230725/pdf/05ry4yn7q00m57.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,"6,362",$A’000,Unused,$A’000
TIA,TIAN AN AUSTRALIA LIMITED,23817428,2022-10-31,https://announcements.asx.com.au/asxpdf/20221031/pdf/45h14b869nbpjt.pdf,Chatswood Project & Cash Advance Facility,,,,
JXT,JAXSTA LTD,24010557,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4rdpsqn9s9m.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,"2,966",$Aʼ000,112,$Aʼ000
CDX,CARDIEX LIMITED,24030475,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5yl8c0h3xng.pdf,June Quarterly Appendix 4C,716,$A’000,"3,624",$A’000
NNL,NORDIC NICKEL LIMITED,24197251,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s3zx0xqprgm8.pdf,Quarterly Activities Report & Appendix 5B,"5,387",$A’000,Unused,$A’000
AEV,AVENIRA LIMITED,24220101,2023-07-26,https://announcements.asx.com.au/asxpdf/20230726/pdf/05rz1bsvd8rd9f.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"3,268",$A’000,"2,975",$A’000
BUX,BUXTON RESOURCES LIMITED,24407196,2023-07-27,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s1hjnbmcn9dl.pdf,Quarterly Activities & Appendix 5B Cash Flow Report,"4,145",$A’000,-,$A’000
SIH,SIHAYO GOLD LIMITED,24408512,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s0k8hy515ydq.pdf,Quarterly Cashflow Report,"11,358",$A’000,"4,816",$A’000
JAY,JAYRIDE GROUP LIMITED,24436536,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s0g3kqhm5stw.pdf,Quarterly Business Review and Appendix 4C,,,,
OJC,THE ORIGINAL JUICE CO. LTD,24459079,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s0jyfvhqd09d.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,"1,564",$A’000,"5,855",$A’000
GRE,GREENTECH METALS LIMITED,24780972,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s0rbmm7w2vt0.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"2,056",$A’000,Unused,$A’000
HTG,HARVEST TECHNOLOGY GROUP LTD,24788742,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s58z3yh0gm0h.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,994,$A’000,135,$A’000
MLM,METALLICA MINERALS LIMITED,24879372,2023-07-13,https://announcements.asx.com.au/asxpdf/20230713/pdf/05rlvcp8x0t12d.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"7,107",$A’000,Unused,$A’000
TMS,TENNANT MINERALS LIMITED,25061302,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5hgkr2qj5x0.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"4,370",$A'000,-,$A'000
ARV,ARTEMIS RESOURCES LIMITED,25118694,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s431ty7lk1y2.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"1,649",$A’000,-,$A’000
ANL,AMANI GOLD LIMITED,25143441,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s2pr23g9p9p4.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"6,958",$A’000,-,$A’000
EME,ENERGY METALS LTD,25161997,2023-07-25,https://announcements.asx.com.au/asxpdf/20230725/pdf/05ryl8yr8tgjcw.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"13,729",$A’000,Unused,$A’000
TSO,TESORO GOLD LTD,25286702,2023-07-26,https://announcements.asx.com.au/asxpdf/20230726/pdf/05rzgw3w2lfcd5.pdf,Quarterly Cashflow Report,"2,816",$A’000,Unused,$A’000
IME,IMEXHS LIMITED,25346881,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s1y05xnsfm42.pdf,2023 Q2 Quarterly Activities Report and Appendix 4C,at,,884,Amount
WLD,WELLARD LIMITED,25500015,2022-04-27,https://announcements.asx.com.au/asxpdf/20220427/pdf/458cdbqb5t92xl.pdf,Appendix 4C - Quarterly Cash Flow Q3,"17,425",$US’000,"9,305",$US’000
CUS,COPPER SEARCH LIMITED,25546462,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s07ssc9d55jx.pdf,Copper Search Quarterly Activities and Cashflow Report,"5,780",$A’000,-,$A’000
OSL,ONCOSIL MEDICAL LTD,25685935,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s21mj8w9jgby.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,"9,394",$A’000,Unused,$A’000
NXM,NEXUS MINERALS LIMITED,25710811,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s1m2l5mr7h8l.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"4,424",$A’000,-,$A’000
FTZ,FERTOZ LIMITED,25783482,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s2150lllrdhv.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"1,221",$A’000,-,$A’000
BDT,BIRDDOG TECHNOLOGY LIMITED,25801373,2023-07-26,https://announcements.asx.com.au/asxpdf/20230726/pdf/05rz91zj647f06.pdf,BDT - Business Update & June 2023 Appendix 4C,"22,585",$A’000,-,$A’000
JPR,JUPITER ENERGY LIMITED,25826853,2023-07-24,https://announcements.asx.com.au/asxpdf/20230724/pdf/05rwxhpgrh1qtw.pdf,Appendix 5B - Jun23,862,$A’000,Unused,$A’000
QXR,QX RESOURCES LIMITED,26009007,2023-07-24,https://announcements.asx.com.au/asxpdf/20230724/pdf/05rwywkb2rh6l6.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"1,824",$A’000,-,$A’000
UNT,UNITH LTD,26091711,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s40mhgbxvgyj.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"4,260",$A’000,0,$A’000
LCT,LIVING CELL TECHNOLOGIES LIMITED,26162331,2023-07-27,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s1jcqfnl914c.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,"4,111,074",$A,Unused,$A
REC,RECHARGE METALS LIMITED,26167714,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4mn9hlj6705.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"2,594",$A’000,-,$A’000
EZZ,EZZ LIFE SCIENCE HOLDINGS LIMITED,26477100,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s05hql4037f1.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,"13,831",$A’000,-,$A’000
ECS,ECS BOTANICS HOLDINGS LTD,26561536,2023-07-24,https://announcements.asx.com.au/asxpdf/20230724/pdf/05rx891bkc32jc.pdf,Quarterly Activities/Appendix 4C (Replacement),"2,540",$A’000,-,$A’000
OAU,ORA GOLD LIMITED,26621551,2023-07-20,https://announcements.asx.com.au/asxpdf/20230720/pdf/05rt789qb777m7.pdf,Third Quarter Activities & Cashflow Report,"1,585",$A’000,-,$A’000
PWN,PARKWAY CORPORATE LIMITED,26721826,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s1l1nqf7wv4l.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"2,048",$A’000,Unused,$A’000
ITM,ITECH MINERALS LTD,26880384,2023-07-26,https://announcements.asx.com.au/asxpdf/20230726/pdf/05rzfckljxdmrk.pdf,Quarterly Activities and Cashflow Report 30 June 2023,"6,778",$A’000,-,$A’000
ME1,MELODIOL GLOBAL HEALTH LIMITED,26885538,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5l117jmqs26.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,"1,057",$A’000,"3,025",$A’000
AQI,ALICANTO MINERALS LIMITED,27016840,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s3v70vjxc586.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"3,066",$A’000,-,$A’000
BIT,BIOTRON LIMITED,27058347,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s1vhc7qtdjbl.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,"3,984",$A’000,-,$A’000
PNN,POWER MINERALS LIMITED,27059685,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5gwcd2pj0r4.pdf,Quarterly Appendix 5B Cash Flow Report,"2,373",$A’000,-,$A’000
VMS,VENTURE MINERALS LIMITED,27300182,2023-07-26,https://announcements.asx.com.au/asxpdf/20230726/pdf/05rzs86m1z5wlg.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"3,139",$A’000,-,$A’000
TLM,TALISMAN MINING LIMITED,27306451,2023-07-27,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s1gyk4r3ywv5.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"9,756",$A’000,-,$A’000
REE,RAREX LIMITED,27419794,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s59d7vltg2kj.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"4,311",$A’000,-,$A’000
JAT,JATCORP LIMITED,27477470,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s2n4qxjt1h4f.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,"4,111",,7.5,$A'000
BDX,BCAL DIAGNOSTICS LIMITED,27487692,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s08bs1s07p1t.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,"3,174",$A’000,Unused,$A’000
TEG,TRIANGLE ENERGY (GLOBAL) LIMITED,27518354,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s45nzsmqqgsw.pdf,Quarterly Activities and Cashflow Report,"10,804",$A’000,-,$A’000
MAN,MANDRAKE RESOURCES LIMITED,27542956,2023-07-30,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s3rl53s8x0fb.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"16,810",$A’000,-,$A’000
CWX,CARAWINE RESOURCES LIMITED,27554446,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s29m1p8s20dq.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"3,814",$A’000,-,$A’000
OMA,OMEGA OIL & GAS LIMITED,27799926,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5zpyn7f1k5w.pdf,Quarterly Activities Report and Appendix 5B,"2,154",$A’000,-,$A’000
CYP,CYNATA THERAPEUTICS LIMITED,27842927,2023-07-26,https://announcements.asx.com.au/asxpdf/20230726/pdf/05rz3k5qgwf6xw.pdf,Quarterly Activity Report & Appendix 4C,"16,167",$A’000,-,$A’000
RMI,RESOURCE MINING CORPORATION LIMITED,27862495,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s174mlj9m9d0.pdf,Amendment - Quarterly Cashflow Report - June 2023,873,$A’000,110,$A’000
PAA,PHARMAUST LIMITED,27901995,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s3xp314b08zd.pdf,Appendix 4C and Quarterly Update,"2,721",$A’000,7.5,$A’000
WRK,WRKR LTD,27974959,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s187dypg1rtj.pdf,Quarterly Activity Report and Appendix 4C,"4,108",$A’000,"3,489",$A’000
WMG,WESTERN MINES GROUP LTD,28040816,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s0l623ptfrd8.pdf,June 2023 Quarterly Activities Report & Cash Flow Report,"3,272",$A’000,-,$A’000
SRN,SUREFIRE RESOURCES NL,28073179,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5lpwln0bn20.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"1,488",$A’000,-,$A’000
KAU,KAISER REEF LIMITED,28096673,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s24vy352qr5z.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"3,232",$A’000,Unused,$A’000
STN,SATURN METALS LIMITED,28180356,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s2h9489j74gp.pdf,Quarterly Activities and Cashflow Report,"3,504",$A’000,-,$A’000
BAS,BASS OIL LIMITED,28181416,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s0p8lcd8q2l1.pdf,Quarterly Activities Report and Appendix 5B - June 2023,"1,522",$USD’000,Unused,$USD’000
PGY,PILOT ENERGY LIMITED,28201975,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4llldnx87hp.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"4,053",$A’000,-,$A’000
EPM,ECLIPSE METALS LIMITED.,28392837,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s2g64x2q83l9.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,879,$A’000,-,$A’000
MKR,MANUKA RESOURCES LTD.,28666113,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5mkpt7bj4bz.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,266,$A’000,"24,849",$A’000
AUQ,ALARA RESOURCES LIMITED,28723502,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s61f2mq4dpc1.pdf,Quarterly Activities and Cashflow Report,,,,
GTG,GENETIC TECHNOLOGIES LIMITED,28854145,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s1zdxsm4kqw3.pdf,Appendix 4C and Quarterly Activities Report - June 2023,"7,853",$A’000,16,$A’000
ADX,ADX ENERGY LTD,28881710,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s44wt38zyl5z.pdf,Quarterly Cashflow Report - June 2023,"2,055",$A’000,926,$A’000
GWR,GWR GROUP LIMITED,28909499,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s2qclyrlsns0.pdf,June Quarter Activities Report and Appendix 5B,"9,054",$A’000,-,$A’000
DXB,DIMERIX LIMITED,29104428,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s1s3g024vhm5.pdf,Quarterly Appendix 4C and Activities Report,"7,992",$A’000,"2,843",$A’000
AV1,ADVERITAS LIMITED,29128621,2023-07-30,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s3r260v3cl94.pdf,Quarterly Activities Report & Appendix 4C,"6,339",$A’000,"3,000,000",$A’000
ELT,ELEMENTOS LIMITED,29211013,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4779pm2q3w0.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"3,450",$A’000,-,$A’000
AUG,AUGUSTUS MINERALS LIMITED,29266875,2023-07-21,https://announcements.asx.com.au/asxpdf/20230721/pdf/05rvnft4g7xdfs.pdf,Quarterly Cash Flow Report June 2023,"8,736",$A’000,15,$A’000
LCL,LCL RESOURCES LIMITED,29389265,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s2t0bhwwpdxj.pdf,June 2023 Quarterly Report and Appendix 5B,"5,779",$A’000,-,$A’000
DTC,DAMSTRA HOLDINGS LIMITED,29644432,2023-07-24,https://announcements.asx.com.au/asxpdf/20230724/pdf/05rwm09q6q3z2z.pdf,Quarterly Activities Report and Appendix 4C,"7,446",$A’000,"15,306",
EMD,EMYRIA LIMITED,29755709,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4qlj8dpts0m.pdf,June 2023 Quarterly Activities Report and Appendix 4C,"2,733",$A’000,920,$A’000
RR1,REACH RESOURCES LIMITED,30305557,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s189qngqx4v0.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"1,230",$A’000,450,$A’000
SPD,SOUTHERN PALLADIUM LIMITED,30515000,2023-07-30,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s3np0bdyvgqv.pdf,Quarterly Activities and Cashflow Reports - June 23 Qtr,"11,548",,-,$A’000
AZI,ALTAMIN LIMITED,30553907,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5j4mgjv4bb7.pdf,June 2023 Quarterly Report and Appendix 5B,"1,003",$A’000,13,$A’000
DCC,DIGITALX LIMITED,30566281,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s1n7jy8gxzxh.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,"3,458",$A’000,-,$A’000
RLF,RLF AGTECH LTD,30643298,2023-07-30,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s3qt5sq29w4j.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,"4,259",$A’000,400,$A’000
QEM,QEM LIMITED,30847150,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s0j6rm16gz22.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"1,970",$A’000,Unused,$A’000
LER,LEAF RESOURCES LTD,30930583,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s1nwj8q5lfl3.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,"1,440",$A’000,730,$A’000
USL,UNICO SILVER LIMITED,31085417,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s0gpwwjhvz9p.pdf,June 2023 Quarterly Activities & Cashflow Reports,"8,534",$A’000,-,$A’000
CCE,CARNEGIE CLEAN ENERGY LIMITED,31285147,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s1w4v7phn1xk.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,"2,033",$A’000,-,$A’000
AR9,ARCHTIS LIMITED,31413836,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s08m4j16lvqk.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,"3,245",$A’000,10,$A’000
SVY,STAVELY MINERALS LIMITED,31451763,2023-07-26,https://announcements.asx.com.au/asxpdf/20230726/pdf/05rzm8rs2klqfv.pdf,Quarterly Cashflow Report - June 2023,"1,656",$A’000,"1,600",$A’000
ZNC,ZENITH MINERALS LIMITED,31714279,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s509n9699bxb.pdf,Quarterly Activities Report and Appendix 5B,"2,272",$A’000,-,$A’000
FRE,FIREBRICK PHARMA LIMITED,31724412,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s064r9t73wqb.pdf,June 2023 Quarterly Activity Report & Appendix 4C,"2,355",$A’000,-,$A’000
NET,NETLINKZ LIMITED,31774755,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s3yvcth8jv11.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,715,$A’000,"14,250",$A’000
92E,92 ENERGY LIMITED,31912531,2023-07-26,https://announcements.asx.com.au/asxpdf/20230726/pdf/05rz7rxq1rgzmc.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"2,838",$A’000,-,$A’000
BM8,BATTERY AGE MINERALS LTD,31941095,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5lz2r52wlj1.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"3,200",$A’000,-,$A’000
COD,CODA MINERALS LTD,31985330,2023-07-27,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s1hzqt83n57b.pdf,June 2023 Quarterly Activities and Cashflow Reports,"4,717",$A’000,-,$A’000
EM2,EAGLE MOUNTAIN MINING LIMITED,32021521,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s0ld69dkjkbj.pdf,June Quarter Activities Report and Appendix 5b,"2,237",$A’000,-,$A’000
BTN,BUTN LIMITED,32028255,2023-07-17,https://announcements.asx.com.au/asxpdf/20230717/pdf/05rpl9xp87638r.pdf,Appendix 4C Cash Flow Report,"14,634",$A’000,"81,500",$A’000
IDA,INDIANA RESOURCES LIMITED,32140564,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5r6sbmgkpdz.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"1,177",$A’000,-,$A’000
IG6,INTERNATIONAL GRAPHITE LIMITED,32400874,2023-07-24,https://announcements.asx.com.au/asxpdf/20230724/pdf/05rx1jdywplng4.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"2,713",,-,
SGA,SARYTOGAN GRAPHITE LIMITED,32501332,2023-07-20,https://announcements.asx.com.au/asxpdf/20230720/pdf/05rstqm3l5fc1s.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"7,772",,(440),Amount
RAD,RADIOPHARM THERANOSTICS LIMITED,32574052,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4j2tb8nnhz7.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,"11,699",$A’000,-,$A’000
LPM,LITHIUM PLUS MINERALS LTD.,32578600,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s2gw583nnm8t.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"8,305",$A’000,-,$A’000
TOU,TLOU ENERGY LIMITED,32786657,2023-07-25,https://announcements.asx.com.au/asxpdf/20230725/pdf/05ry2wynj0ps1t.pdf,Appendix 5B,"6,851",$A’000,Unused,$A’000
GW1,GREENWING RESOURCES LTD,32826463,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s4v6gdlbt4w1.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"8,051",$A’000,-,$A’000
LEX,LEFROY EXPLORATION LIMITED,32893890,2023-07-31,https://announcements.asx.com.au/asxpdf/20230731/pdf/05s5wtvftyrx8v.pdf,June 2023 Quarterly Cashflow Report,442,$A’000,-,$A’000
SPX,SPENDA LIMITED,32978675,2023-07-18,https://announcements.asx.com.au/asxpdf/20230718/pdf/05rqz6648ykb5h.pdf,Quarterly Activities/Appendix 4C Cash Flow Report,"8,350",$A’000,"12,600",$A’000
FYI,FYI RESOURCES LIMITED,32986583,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s1m6l28lrqzb.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"8,279",$A’000,-,$A’000
MOZ,MOSAIC BRANDS LIMITED,32994331,2023-07-28,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s1p2ljfqgtz5.pdf,MOZ - Activity statement and Appendix 4C - Q4 FY23,"11,821",$A’000,"43,302",$A’000
CZR,CZR RESOURCES LTD,33002850,2023-07-24,https://announcements.asx.com.au/asxpdf/20230724/pdf/05rwz2m1mrjkgs.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"2,169",$A’000,-,$A’000
HIO,HAWSONS IRON LTD,33086558,2023-07-27,https://announcements.asx.com.au/asxpdf/20230727/pdf/05s0mxjrj1h27z.pdf,Quarterly Activities/Appendix 5B Cash Flow Report,"7,246",$A’000,-,$A’000
